date,product,unit price,units sold,sales price
2019-03-27,Vintage Logo Tee,15.95,1,15.95
2019-03-27,Sticker Pack,4.50,2,9.00
2019-03-28,Button-Down Shirt,65.05,4,260.20
2019-03-28,Sticker Pack,4.50,2,9.00
2019-03-29,Khaki Pants,89.00,2,178.00
2019-03-29,Super Soft Hoodie,75.00,1,75.00
2019-03-29,Button-Down Shirt,65.05,3,195.15
2019-03-29,Baseball Cap,22.33,1,22.33
2019-03-29,Vintage Logo Tee,15.95,3,47.85
2019-03-29,Sticker Pack,4.50,2,9.00
2019-03-30,Super Soft Hoodie,75.00,3,225.00
2019-03-30,Button-Down Shirt,65.05,7,455.35
2019-03-30,Vintage Logo Tee,15.95,6,95.70
2019-03-30,Sticker Pack,4.50,4,18.00
2019-03-31,Khaki Pants,89.00,1,89.00
2019-03-31,Super Soft Hoodie,75.00,1,75.00
2019-03-31,Button-Down Shirt,65.05,5,325.25
2019-03-31,Baseball Cap,22.33,1,22.33
2019-03-31,Vintage Logo Tee,15.95,6,95.70
