date,product,unit price,units sold,sales price
2018-12-27,Sticker Pack,4.50,3,13.50
2018-12-28,Super Soft Sweater,149.99,1,149.99
2018-12-28,Super Soft Hoodie,75.00,1,75.00
2018-12-28,Button-Down Shirt,65.05,1,65.05
2018-12-28,Vintage Logo Tee,15.95,3,47.85
2018-12-28,Sticker Pack,4.50,2,9.00
2018-12-29,Super Soft Sweater,149.99,1,149.99
2018-12-29,Khaki Pants,89.00,3,267.00
2018-12-29,Super Soft Hoodie,75.00,2,150.00
2018-12-29,Vintage Logo Tee,15.95,4,63.80
2018-12-29,Winter Hat,12.95,2,25.90
2018-12-29,Sticker Pack,4.50,10,45.00
2018-12-30,Super Soft Sweater,149.99,2,299.98
2018-12-30,Brown Boots,125.00,1,125.00
2018-12-30,Khaki Pants,89.00,2,178.00
2018-12-30,Super Soft Hoodie,75.00,2,150.00
2018-12-30,Button-Down Shirt,65.05,6,390.30
2018-12-30,Vintage Logo Tee,15.95,3,47.85
2018-12-30,Winter Hat,12.95,1,12.95
2018-12-30,Sticker Pack,4.50,10,45.00
2018-12-31,Khaki Pants,89.00,1,89.00
2018-12-31,Super Soft Hoodie,75.00,1,75.00
2018-12-31,Button-Down Shirt,65.05,4,260.20
2018-12-31,Vintage Logo Tee,15.95,1,15.95
2018-12-31,Sticker Pack,4.50,2,9.00
