date,product,unit price,units sold,sales price
2018-04-27,Vintage Logo Tee,15.95,2,31.90
2018-04-27,Sticker Pack,4.50,2,9.00
2018-04-28,Super Soft Hoodie,75.00,3,225.00
2018-04-28,Button-Down Shirt,65.05,7,455.35
2018-04-28,Baseball Cap,22.33,1,22.33
2018-04-28,Vintage Logo Tee,15.95,1,15.95
2018-04-29,Khaki Pants,89.00,2,178.00
2018-04-29,Super Soft Hoodie,75.00,3,225.00
2018-04-29,Button-Down Shirt,65.05,4,260.20
2018-04-29,Vintage Logo Tee,15.95,5,79.75
2018-04-29,Sticker Pack,4.50,3,13.50
2018-04-30,Button-Down Shirt,65.05,2,130.10
2018-04-30,Vintage Logo Tee,15.95,3,47.85
