date,product,unit price,units sold,sales price
2018-09-14,Super Soft Hoodie,75.00,2,150.00
2018-09-14,Button-Down Shirt,65.05,2,130.10
2018-09-14,Vintage Logo Tee,15.95,2,31.90
2018-09-14,Winter Hat,12.95,1,12.95
2018-09-14,Sticker Pack,4.50,3,13.50
2018-09-15,Super Soft Sweater,149.99,1,149.99
2018-09-15,Khaki Pants,89.00,2,178.00
2018-09-15,Super Soft Hoodie,75.00,3,225.00
2018-09-15,Button-Down Shirt,65.05,1,65.05
2018-09-15,Vintage Logo Tee,15.95,4,63.80
2018-09-15,Winter Hat,12.95,1,12.95
2018-09-15,Sticker Pack,4.50,4,18.00
2018-09-16,Super Soft Sweater,149.99,2,299.98
2018-09-16,Khaki Pants,89.00,1,89.00
2018-09-16,Super Soft Hoodie,75.00,3,225.00
2018-09-16,Button-Down Shirt,65.05,3,195.15
2018-09-16,Vintage Logo Tee,15.95,4,63.80
2018-09-16,Sticker Pack,4.50,1,4.50
2018-09-17,Button-Down Shirt,65.05,2,130.10
2018-09-17,Vintage Logo Tee,15.95,3,47.85
2018-09-17,Sticker Pack,4.50,1,4.50
2018-09-18,Super Soft Sweater,149.99,1,149.99
2018-09-18,Button-Down Shirt,65.05,3,195.15
2018-09-18,Vintage Logo Tee,15.95,3,47.85
2018-09-18,Sticker Pack,4.50,1,4.50
2018-09-19,Button-Down Shirt,65.05,3,195.15
2018-09-19,Vintage Logo Tee,15.95,2,31.90
2018-09-19,Winter Hat,12.95,1,12.95
2018-09-19,Sticker Pack,4.50,2,9.00
2018-09-20,Khaki Pants,89.00,1,89.00
2018-09-20,Super Soft Hoodie,75.00,1,75.00
2018-09-20,Vintage Logo Tee,15.95,1,15.95
2018-09-20,Sticker Pack,4.50,1,4.50
2018-09-21,Khaki Pants,89.00,2,178.00
2018-09-21,Super Soft Hoodie,75.00,1,75.00
2018-09-21,Button-Down Shirt,65.05,4,260.20
2018-09-21,Sticker Pack,4.50,3,13.50
2018-09-22,Super Soft Sweater,149.99,1,149.99
2018-09-22,Brown Boots,125.00,1,125.00
2018-09-22,Khaki Pants,89.00,2,178.00
2018-09-22,Super Soft Hoodie,75.00,1,75.00
2018-09-22,Button-Down Shirt,65.05,8,520.40
2018-09-22,Baseball Cap,22.33,1,22.33
2018-09-22,Vintage Logo Tee,15.95,7,111.65
2018-09-22,Winter Hat,12.95,2,25.90
2018-09-22,Sticker Pack,4.50,5,22.50
2018-09-23,Super Soft Sweater,149.99,1,149.99
2018-09-23,Super Soft Hoodie,75.00,1,75.00
2018-09-23,Button-Down Shirt,65.05,3,195.15
2018-09-23,Baseball Cap,22.33,1,22.33
2018-09-23,Vintage Logo Tee,15.95,5,79.75
2018-09-23,Winter Hat,12.95,1,12.95
2018-09-23,Sticker Pack,4.50,1,4.50
2018-09-24,Khaki Pants,89.00,1,89.00
2018-09-24,Button-Down Shirt,65.05,3,195.15
2018-09-24,Vintage Logo Tee,15.95,1,15.95
2018-09-24,Winter Hat,12.95,1,12.95
2018-09-24,Sticker Pack,4.50,3,13.50
2018-09-25,Super Soft Hoodie,75.00,1,75.00
2018-09-25,Vintage Logo Tee,15.95,3,47.85
2018-09-25,Sticker Pack,4.50,1,4.50
2018-09-26,Super Soft Sweater,149.99,1,149.99
2018-09-26,Super Soft Hoodie,75.00,1,75.00
2018-09-26,Button-Down Shirt,65.05,4,260.20
2018-09-26,Vintage Logo Tee,15.95,1,15.95
2018-09-26,Sticker Pack,4.50,1,4.50
2018-09-27,Super Soft Sweater,149.99,1,149.99
2018-09-27,Button-Down Shirt,65.05,1,65.05
2018-09-27,Sticker Pack,4.50,2,9.00
2018-09-28,Khaki Pants,89.00,1,89.00
2018-09-28,Super Soft Hoodie,75.00,2,150.00
2018-09-28,Baseball Cap,22.33,1,22.33
2018-09-28,Vintage Logo Tee,15.95,5,79.75
2018-09-28,Winter Hat,12.95,1,12.95
2018-09-28,Sticker Pack,4.50,4,18.00
2018-09-29,Khaki Pants,89.00,1,89.00
2018-09-29,Super Soft Hoodie,75.00,1,75.00
2018-09-29,Button-Down Shirt,65.05,8,520.40
2018-09-29,Vintage Logo Tee,15.95,2,31.90
2018-09-29,Sticker Pack,4.50,3,13.50
2018-09-30,Super Soft Sweater,149.99,1,149.99
2018-09-30,Khaki Pants,89.00,2,178.00
2018-09-30,Super Soft Hoodie,75.00,3,225.00
2018-09-30,Button-Down Shirt,65.05,4,260.20
2018-09-30,Baseball Cap,22.33,1,22.33
2018-09-30,Vintage Logo Tee,15.95,4,63.80
2018-09-30,Sticker Pack,4.50,5,22.50
