date,product,unit price,units sold,sales price
2017-11-23,Vintage Logo Tee,15.95,1,15.95
2017-11-23,Sticker Pack,4.50,3,13.50
2017-11-24,Khaki Pants,89.00,1,89.00
2017-11-24,Button-Down Shirt,65.05,5,325.25
2017-11-24,Winter Hat,12.95,1,12.95
2017-11-25,Khaki Pants,89.00,1,89.00
2017-11-25,Super Soft Hoodie,75.00,2,150.00
2017-11-25,Button-Down Shirt,65.05,4,260.20
2017-11-25,Vintage Logo Tee,15.95,4,63.80
2017-11-25,Winter Hat,12.95,2,25.90
2017-11-25,Sticker Pack,4.50,4,18.00
2017-11-26,Super Soft Sweater,149.99,2,299.98
2017-11-26,Brown Boots,125.00,1,125.00
2017-11-26,Khaki Pants,89.00,2,178.00
2017-11-26,Super Soft Hoodie,75.00,3,225.00
2017-11-26,Button-Down Shirt,65.05,5,325.25
2017-11-26,Vintage Logo Tee,15.95,3,47.85
2017-11-26,Sticker Pack,4.50,6,27.00
2017-11-27,Khaki Pants,89.00,1,89.00
2017-11-27,Super Soft Hoodie,75.00,1,75.00
2017-11-27,Button-Down Shirt,65.05,3,195.15
2017-11-28,Khaki Pants,89.00,1,89.00
2017-11-28,Super Soft Hoodie,75.00,1,75.00
2017-11-28,Winter Hat,12.95,1,12.95
2017-11-28,Sticker Pack,4.50,2,9.00
2017-11-29,Super Soft Sweater,149.99,1,149.99
2017-11-29,Button-Down Shirt,65.05,2,130.10
2017-11-29,Vintage Logo Tee,15.95,2,31.90
2017-11-29,Winter Hat,12.95,1,12.95
2017-11-29,Sticker Pack,4.50,1,4.50
2017-11-30,Button-Down Shirt,65.05,4,260.20
2017-11-30,Vintage Logo Tee,15.95,1,15.95
2017-11-30,Sticker Pack,4.50,1,4.50
