date,product,unit price,units sold,sales price
2019-01-22,Super Soft Hoodie,75.00,1,75.00
2019-01-22,Button-Down Shirt,65.05,3,195.15
2019-01-22,Vintage Logo Tee,15.95,1,15.95
2019-01-22,Sticker Pack,4.50,2,9.00
2019-01-23,Super Soft Sweater,149.99,1,149.99
2019-01-23,Super Soft Hoodie,75.00,1,75.00
2019-01-23,Button-Down Shirt,65.05,3,195.15
2019-01-24,Khaki Pants,89.00,1,89.00
2019-01-24,Super Soft Hoodie,75.00,1,75.00
2019-01-24,Button-Down Shirt,65.05,4,260.20
2019-01-24,Vintage Logo Tee,15.95,1,15.95
2019-01-25,Khaki Pants,89.00,1,89.00
2019-01-25,Super Soft Hoodie,75.00,2,150.00
2019-01-25,Button-Down Shirt,65.05,2,130.10
2019-01-25,Vintage Logo Tee,15.95,2,31.90
2019-01-26,Khaki Pants,89.00,1,89.00
2019-01-26,Button-Down Shirt,65.05,2,130.10
2019-01-26,Vintage Logo Tee,15.95,2,31.90
2019-01-26,Winter Hat,12.95,1,12.95
2019-01-26,Sticker Pack,4.50,6,27.00
2019-01-27,Khaki Pants,89.00,1,89.00
2019-01-27,Super Soft Hoodie,75.00,3,225.00
2019-01-27,Button-Down Shirt,65.05,8,520.40
2019-01-27,Vintage Logo Tee,15.95,1,15.95
2019-01-27,Winter Hat,12.95,2,25.90
2019-01-27,Sticker Pack,4.50,2,9.00
2019-01-28,Super Soft Sweater,149.99,1,149.99
2019-01-28,Vintage Logo Tee,15.95,2,31.90
2019-01-28,Sticker Pack,4.50,2,9.00
2019-01-29,Super Soft Hoodie,75.00,1,75.00
2019-01-29,Button-Down Shirt,65.05,3,195.15
2019-01-29,Vintage Logo Tee,15.95,1,15.95
2019-01-29,Sticker Pack,4.50,1,4.50
2019-01-30,Super Soft Hoodie,75.00,1,75.00
2019-01-30,Button-Down Shirt,65.05,2,130.10
2019-01-30,Winter Hat,12.95,1,12.95
2019-01-31,Super Soft Hoodie,75.00,1,75.00
2019-01-31,Vintage Logo Tee,15.95,1,15.95
2019-01-31,Winter Hat,12.95,1,12.95
2019-01-31,Sticker Pack,4.50,3,13.50
