date,product,unit price,units sold,sales price
2019-02-16,Khaki Pants,89.00,2,178.00
2019-02-16,Super Soft Hoodie,75.00,2,150.00
2019-02-16,Button-Down Shirt,65.05,7,455.35
2019-02-16,Vintage Logo Tee,15.95,2,31.90
2019-02-16,Sticker Pack,4.50,6,27.00
2019-02-17,Brown Boots,125.00,1,125.00
2019-02-17,Khaki Pants,89.00,3,267.00
2019-02-17,Super Soft Hoodie,75.00,1,75.00
2019-02-17,Button-Down Shirt,65.05,6,390.30
2019-02-17,Vintage Logo Tee,15.95,2,31.90
2019-02-17,Sticker Pack,4.50,5,22.50
2019-02-18,Super Soft Hoodie,75.00,1,75.00
2019-02-18,Button-Down Shirt,65.05,4,260.20
2019-02-18,Sticker Pack,4.50,1,4.50
2019-02-19,Super Soft Sweater,149.99,1,149.99
2019-02-19,Khaki Pants,89.00,1,89.00
2019-02-19,Button-Down Shirt,65.05,4,260.20
2019-02-19,Vintage Logo Tee,15.95,1,15.95
2019-02-19,Sticker Pack,4.50,2,9.00
2019-02-20,Super Soft Hoodie,75.00,1,75.00
2019-02-20,Button-Down Shirt,65.05,4,260.20
2019-02-20,Vintage Logo Tee,15.95,1,15.95
2019-02-20,Sticker Pack,4.50,3,13.50
2019-02-21,Vintage Logo Tee,15.95,1,15.95
2019-02-21,Winter Hat,12.95,1,12.95
2019-02-21,Sticker Pack,4.50,1,4.50
2019-02-22,Super Soft Hoodie,75.00,2,150.00
2019-02-22,Button-Down Shirt,65.05,7,455.35
2019-02-22,Vintage Logo Tee,15.95,2,31.90
2019-02-23,Khaki Pants,89.00,1,89.00
2019-02-23,Super Soft Hoodie,75.00,1,75.00
2019-02-23,Button-Down Shirt,65.05,7,455.35
2019-02-23,Vintage Logo Tee,15.95,3,47.85
2019-02-23,Winter Hat,12.95,1,12.95
2019-02-23,Sticker Pack,4.50,4,18.00
2019-02-24,Super Soft Hoodie,75.00,2,150.00
2019-02-24,Button-Down Shirt,65.05,4,260.20
2019-02-24,Vintage Logo Tee,15.95,1,15.95
2019-02-24,Sticker Pack,4.50,2,9.00
2019-02-25,Button-Down Shirt,65.05,2,130.10
2019-02-25,Winter Hat,12.95,1,12.95
2019-02-25,Sticker Pack,4.50,2,9.00
2019-02-26,Super Soft Sweater,149.99,1,149.99
2019-02-26,Button-Down Shirt,65.05,1,65.05
2019-02-26,Sticker Pack,4.50,2,9.00
2019-02-27,Super Soft Sweater,149.99,1,149.99
2019-02-27,Super Soft Hoodie,75.00,1,75.00
2019-02-27,Vintage Logo Tee,15.95,1,15.95
2019-02-27,Sticker Pack,4.50,2,9.00
2019-02-28,Super Soft Hoodie,75.00,1,75.00
2019-02-28,Button-Down Shirt,65.05,1,65.05
2019-02-28,Winter Hat,12.95,1,12.95
2019-02-28,Sticker Pack,4.50,1,4.50
